地区ID,地区名,座標点数,経度,緯度,順序
1,"一番町",6,134.554548,34.072042,1
1,"一番町",6,134.553192,34.072633,2
1,"一番町",6,134.552611,34.071727,3
1,"一番町",6,134.55387,34.07148,4
1,"一番町",6,134.55389,34.071947,5
1,"一番町",6,134.554548,34.072042,6
2,"北出来島町１丁目",5,134.548165,34.078366,1
2,"北出来島町１丁目",5,134.54766,34.078635,2
2,"北出来島町１丁目",5,134.547343,34.078027,3
2,"北出来島町１丁目",5,134.547867,34.077822,4
2,"北出来島町１丁目",5,134.548165,34.078366,5
3,"北出来島町２丁目",14,134.548165,34.078366,1
3,"北出来島町２丁目",14,134.548634,34.078136,2
3,"北出来島町２丁目",14,134.548885,34.078521,3
3,"北出来島町２丁目",14,134.547968,34.078951,4
3,"北出来島町２丁目",14,134.545808,34.08,5
3,"北出来島町２丁目",14,134.544535,34.08,6
3,"北出来島町２丁目",14,134.544611,34.079756,7
3,"北出来島町２丁目",14,134.544983,34.079924,8
3,"北出来島町２丁目",14,134.54556,34.079123,9
3,"北出来島町２丁目",14,134.54652,34.078424,10
3,"北出来島町２丁目",14,134.547228,34.077873,11
3,"北出来島町２丁目",14,134.547343,34.078027,12
3,"北出来島町２丁目",14,134.54766,34.078635,13
3,"北出来島町２丁目",14,134.548165,34.078366,14
4,"幸町１丁目",9,134.55387,34.07148,1
4,"幸町１丁目",9,134.553898,34.070803,2
4,"幸町１丁目",9,134.554593,34.070762,3
4,"幸町１丁目",9,134.554595,34.071493,4
4,"幸町１丁目",9,134.555418,34.071538,5
4,"幸町１丁目",9,134.55509,34.072154,6
4,"幸町１丁目",9,134.554548,34.072042,7
4,"幸町１丁目",9,134.55389,34.071947,8
4,"幸町１丁目",9,134.55387,34.07148,9
5,"幸町２丁目",8,134.553898,34.070803,1
5,"幸町２丁目",8,134.553871,34.070006,2
5,"幸町２丁目",8,134.55385,34.06957,3
5,"幸町２丁目",8,134.555953,34.06967,4
5,"幸町２丁目",8,134.555418,34.071538,5
5,"幸町２丁目",8,134.554595,34.071493,6
5,"幸町２丁目",8,134.554593,34.070762,7
5,"幸町２丁目",8,134.553898,34.070803,8
6,"幸町３丁目",11,134.55385,34.06957,1
6,"幸町３丁目",11,134.553835,34.06888,2
6,"幸町３丁目",11,134.553804,34.068392,3
6,"幸町３丁目",11,134.552586,34.068525,4
6,"幸町３丁目",11,134.552319,34.067874,5
6,"幸町３丁目",11,134.553355,34.067519,6
6,"幸町３丁目",11,134.553782,34.067392,7
6,"幸町３丁目",11,134.555593,34.06718,8
6,"幸町３丁目",11,134.556405,34.067104,9
6,"幸町３丁目",11,134.555953,34.06967,10
6,"幸町３丁目",11,134.55385,34.06957,11
7,"新内町",7,134.553871,34.070006,1
7,"新内町",7,134.552927,34.070299,2
7,"新内町",7,134.552759,34.069719,3
7,"新内町",7,134.552645,34.069056,4
7,"新内町",7,134.553835,34.06888,5
7,"新内町",7,134.55385,34.06957,6
7,"新内町",7,134.553871,34.070006,7
8,"新蔵町１丁目",13,134.555953,34.06967,1
8,"新蔵町１丁目",13,134.556405,34.067104,2
8,"新蔵町１丁目",13,134.557129,34.067034,3
8,"新蔵町１丁目",13,134.557314,34.067986,4
8,"新蔵町１丁目",13,134.55762,34.069257,5
8,"新蔵町１丁目",13,134.559046,34.069063,6
8,"新蔵町１丁目",13,134.559439,34.071535,7
8,"新蔵町１丁目",13,134.558075,34.071614,8
8,"新蔵町１丁目",13,134.557921,34.070415,9
8,"新蔵町１丁目",13,134.55658,34.070465,10
8,"新蔵町１丁目",13,134.556721,34.071604,11
8,"新蔵町１丁目",13,134.555418,34.071538,12
8,"新蔵町１丁目",13,134.555953,34.06967,13
9,"新蔵町２丁目",7,134.559046,34.069063,1
9,"新蔵町２丁目",7,134.559042,34.069048,2
9,"新蔵町２丁目",7,134.560374,34.06886,3
9,"新蔵町２丁目",7,134.560347,34.070959,4
9,"新蔵町２丁目",7,134.560332,34.071479,5
9,"新蔵町２丁目",7,134.559439,34.071535,6
9,"新蔵町２丁目",7,134.559046,34.069063,7
10,"新蔵町３丁目",7,134.560374,34.06886,1
10,"新蔵町３丁目",7,134.562868,34.068475,2
10,"新蔵町３丁目",7,134.562483,34.07131,3
10,"新蔵町３丁目",7,134.561276,34.071434,4
10,"新蔵町３丁目",7,134.561314,34.070966,5
10,"新蔵町３丁目",7,134.560347,34.070959,6
10,"新蔵町３丁目",7,134.560374,34.06886,7
11,"寺島本町西１丁目",11,134.550511,34.073649,1
11,"寺島本町西１丁目",11,134.549777,34.073977,2
11,"寺島本町西１丁目",11,134.550507,34.075095,3
11,"寺島本町西１丁目",11,134.548654,34.07586,4
11,"寺島本町西１丁目",11,134.547693,34.074014,5
11,"寺島本町西１丁目",11,134.546893,34.073602,6
11,"寺島本町西１丁目",11,134.5473,34.073096,7
11,"寺島本町西１丁目",11,134.54853,34.071566,8
11,"寺島本町西１丁目",11,134.549129,34.071986,9
11,"寺島本町西１丁目",11,134.549712,34.072676,10
11,"寺島本町西１丁目",11,134.550511,34.073649,11
12,"寺島本町西２丁目",9,134.548654,34.07586,1
12,"寺島本町西２丁目",9,134.547586,34.07638,2
12,"寺島本町西２丁目",9,134.546502,34.075485,3
12,"寺島本町西２丁目",9,134.54574,34.076236,4
12,"寺島本町西２丁目",9,134.54468,34.0755,5
12,"寺島本町西２丁目",9,134.546091,34.074437,6
12,"寺島本町西２丁目",9,134.546893,34.073602,7
12,"寺島本町西２丁目",9,134.547693,34.074014,8
12,"寺島本町西２丁目",9,134.548654,34.07586,9
13,"寺島本町東１丁目",5,134.554548,34.072042,1
13,"寺島本町東１丁目",5,134.55509,34.072154,2
13,"寺島本町東１丁目",5,134.553774,34.073495,3
13,"寺島本町東１丁目",5,134.553192,34.072633,4
13,"寺島本町東１丁目",5,134.554548,34.072042,5
14,"寺島本町東２丁目",8,134.553192,34.072633,1
14,"寺島本町東２丁目",8,134.553774,34.073495,2
14,"寺島本町東２丁目",8,134.55346,34.073679,3
14,"寺島本町東２丁目",8,134.553318,34.073486,4
14,"寺島本町東２丁目",8,134.552659,34.073683,5
14,"寺島本町東２丁目",8,134.55179,34.072709,6
14,"寺島本町東２丁目",8,134.552611,34.071727,7
14,"寺島本町東２丁目",8,134.553192,34.072633,8
15,"寺島本町東３丁目",8,134.550511,34.073649,1
15,"寺島本町東３丁目",8,134.55179,34.072709,2
15,"寺島本町東３丁目",8,134.552659,34.073683,3
15,"寺島本町東３丁目",8,134.553318,34.073486,4
15,"寺島本町東３丁目",8,134.55346,34.073679,5
15,"寺島本町東３丁目",8,134.550507,34.075095,6
15,"寺島本町東３丁目",8,134.549777,34.073977,7
15,"寺島本町東３丁目",8,134.550511,34.073649,8
16,"出来島本町１丁目",7,134.547343,34.078027,1
16,"出来島本町１丁目",7,134.547228,34.077873,2
16,"出来島本町１丁目",7,134.54652,34.078424,3
16,"出来島本町１丁目",7,134.545305,34.07748,4
16,"出来島本町１丁目",7,134.547181,34.076549,5
16,"出来島本町１丁目",7,134.547867,34.077822,6
16,"出来島本町１丁目",7,134.547343,34.078027,7
17,"出来島本町２丁目",7,134.54556,34.079123,1
17,"出来島本町２丁目",7,134.544827,34.0787,2
17,"出来島本町２丁目",7,134.545185,34.078233,3
17,"出来島本町２丁目",7,134.54447,34.077858,4
17,"出来島本町２丁目",7,134.545305,34.07748,5
17,"出来島本町２丁目",7,134.54652,34.078424,6
17,"出来島本町２丁目",7,134.54556,34.079123,7
18,"出来島本町３丁目",9,134.544535,34.08,1
18,"出来島本町３丁目",9,134.54368,34.08,2
18,"出来島本町３丁目",9,134.543437,34.079923,3
18,"出来島本町３丁目",9,134.543956,34.078522,4
18,"出来島本町３丁目",9,134.544827,34.0787,5
18,"出来島本町３丁目",9,134.54556,34.079123,6
18,"出来島本町３丁目",9,134.544983,34.079924,7
18,"出来島本町３丁目",9,134.544611,34.079756,8
18,"出来島本町３丁目",9,134.544535,34.08,9
19,"出来島本町４丁目",8,134.544827,34.0787,1
19,"出来島本町４丁目",8,134.543956,34.078522,2
19,"出来島本町４丁目",8,134.543437,34.079923,3
19,"出来島本町４丁目",8,134.543016,34.079534,4
19,"出来島本町４丁目",8,134.542742,34.078597,5
19,"出来島本町４丁目",8,134.54447,34.077858,6
19,"出来島本町４丁目",8,134.545185,34.078233,7
19,"出来島本町４丁目",8,134.544827,34.0787,8
20,"徳島本町１丁目",7,134.558075,34.071614,1
20,"徳島本町１丁目",7,134.558261,34.073125,2
20,"徳島本町１丁目",7,134.557053,34.073224,3
20,"徳島本町１丁目",7,134.556721,34.071604,4
20,"徳島本町１丁目",7,134.55658,34.070465,5
20,"徳島本町１丁目",7,134.557921,34.070415,6
20,"徳島本町１丁目",7,134.558075,34.071614,7
21,"徳島本町２丁目",6,134.559439,34.071535,1
21,"徳島本町２丁目",6,134.560332,34.071479,2
21,"徳島本町２丁目",6,134.560346,34.07295,3
21,"徳島本町２丁目",6,134.558261,34.073125,4
21,"徳島本町２丁目",6,134.558075,34.071614,5
21,"徳島本町２丁目",6,134.559439,34.071535,6
22,"徳島本町３丁目",5,134.560347,34.070959,1
22,"徳島本町３丁目",5,134.561314,34.070966,2
22,"徳島本町３丁目",5,134.561276,34.071434,3
22,"徳島本町３丁目",5,134.560332,34.071479,4
22,"徳島本町３丁目",5,134.560347,34.070959,5
23,"通町１丁目",10,134.552611,34.071727,1
23,"通町１丁目",10,134.552322,34.071114,2
23,"通町１丁目",10,134.551998,34.070579,3
23,"通町１丁目",10,134.552568,34.070733,4
23,"通町１丁目",10,134.552432,34.070442,5
23,"通町１丁目",10,134.552927,34.070299,6
23,"通町１丁目",10,134.553871,34.070006,7
23,"通町１丁目",10,134.553898,34.070803,8
23,"通町１丁目",10,134.55387,34.07148,9
23,"通町１丁目",10,134.552611,34.071727,10
24,"通町２丁目",5,134.552611,34.071727,1
24,"通町２丁目",5,134.551337,34.072142,2
24,"通町２丁目",5,134.550906,34.071557,3
24,"通町２丁目",5,134.552322,34.071114,4
24,"通町２丁目",5,134.552611,34.071727,5
25,"通町３丁目",8,134.549129,34.071986,1
25,"通町３丁目",8,134.549434,34.071761,2
25,"通町３丁目",8,134.549593,34.071878,3
25,"通町３丁目",8,134.550696,34.071272,4
25,"通町３丁目",8,134.550906,34.071557,5
25,"通町３丁目",8,134.551337,34.072142,6
25,"通町３丁目",8,134.549712,34.072676,7
25,"通町３丁目",8,134.549129,34.071986,8
26,"徳島町城内",19,134.548634,34.078136,1
26,"徳島町城内",19,134.548051,34.076522,2
26,"徳島町城内",19,134.547571,34.076386,3
26,"徳島町城内",19,134.547586,34.07638,4
26,"徳島町城内",19,134.548654,34.07586,5
26,"徳島町城内",19,134.550507,34.075095,6
26,"徳島町城内",19,134.55346,34.073679,7
26,"徳島町城内",19,134.553774,34.073495,8
26,"徳島町城内",19,134.55509,34.072154,9
26,"徳島町城内",19,134.555418,34.071538,10
26,"徳島町城内",19,134.556721,34.071604,11
26,"徳島町城内",19,134.557053,34.073224,12
26,"徳島町城内",19,134.557599,34.07677,13
26,"徳島町城内",19,134.555417,34.076586,14
26,"徳島町城内",19,134.55397,34.076692,15
26,"徳島町城内",19,134.552065,34.077356,16
26,"徳島町城内",19,134.551132,34.077674,17
26,"徳島町城内",19,134.548885,34.078521,18
26,"徳島町城内",19,134.548634,34.078136,19
27,"徳島町３丁目",5,134.558261,34.073125,1
27,"徳島町３丁目",5,134.558728,34.076398,2
27,"徳島町３丁目",5,134.557599,34.07677,3
27,"徳島町３丁目",5,134.557053,34.073224,4
27,"徳島町３丁目",5,134.558261,34.073125,5
28,"中洲町１丁目",6,134.557314,34.067986,1
28,"中洲町１丁目",6,134.558757,34.067807,2
28,"中洲町１丁目",6,134.559042,34.069048,3
28,"中洲町１丁目",6,134.559046,34.069063,4
28,"中洲町１丁目",6,134.55762,34.069257,5
28,"中洲町１丁目",6,134.557314,34.067986,6
29,"中洲町２丁目",7,134.557129,34.067034,1
29,"中洲町２丁目",7,134.560072,34.066593,2
29,"中洲町２丁目",7,134.560374,34.06886,3
29,"中洲町２丁目",7,134.559042,34.069048,4
29,"中洲町２丁目",7,134.558757,34.067807,5
29,"中洲町２丁目",7,134.557314,34.067986,6
29,"中洲町２丁目",7,134.557129,34.067034,7
30,"中洲町３丁目",7,134.560374,34.06886,1
30,"中洲町３丁目",7,134.560072,34.066593,2
30,"中洲町３丁目",7,134.561082,34.066415,3
30,"中洲町３丁目",7,134.562833,34.066575,4
30,"中洲町３丁目",7,134.563548,34.066679,5
30,"中洲町３丁目",7,134.562868,34.068475,6
30,"中洲町３丁目",7,134.560374,34.06886,7
31,"中通町１丁目",6,134.552322,34.071114,1
31,"中通町１丁目",6,134.550906,34.071557,2
31,"中通町１丁目",6,134.550696,34.071272,3
31,"中通町１丁目",6,134.550539,34.071018,4
31,"中通町１丁目",6,134.551998,34.070579,5
31,"中通町１丁目",6,134.552322,34.071114,6
32,"中通町２丁目",5,134.550539,34.071018,1
32,"中通町２丁目",5,134.550197,34.070542,2
32,"中通町２丁目",5,134.551683,34.07003,3
32,"中通町２丁目",5,134.551998,34.070579,4
32,"中通町２丁目",5,134.550539,34.071018,5
33,"中通町３丁目",9,134.549434,34.071761,1
33,"中通町３丁目",9,134.550213,34.071182,2
33,"中通町３丁目",9,134.549632,34.070433,3
33,"中通町３丁目",9,134.549896,34.070154,4
33,"中通町３丁目",9,134.550197,34.070542,5
33,"中通町３丁目",9,134.550539,34.071018,6
33,"中通町３丁目",9,134.550696,34.071272,7
33,"中通町３丁目",9,134.549593,34.071878,8
33,"中通町３丁目",9,134.549434,34.071761,9
34,"中徳島町１丁目",6,134.562483,34.07131,1
34,"中徳島町１丁目",6,134.56246,34.072969,2
34,"中徳島町１丁目",6,134.560346,34.07295,3
34,"中徳島町１丁目",6,134.560332,34.071479,4
34,"中徳島町１丁目",6,134.561276,34.071434,5
34,"中徳島町１丁目",6,134.562483,34.07131,6
35,"中徳島町２丁目",7,134.560346,34.07295,1
35,"中徳島町２丁目",7,134.56246,34.072969,2
35,"中徳島町２丁目",7,134.562463,34.073232,3
35,"中徳島町２丁目",7,134.560541,34.07552,4
35,"中徳島町２丁目",7,134.558728,34.076398,5
35,"中徳島町２丁目",7,134.558261,34.073125,6
35,"中徳島町２丁目",7,134.560346,34.07295,7
36,"東出来島町",7,134.547867,34.077822,1
36,"東出来島町",7,134.547181,34.076549,2
36,"東出来島町",7,134.547571,34.076386,3
36,"東出来島町",7,134.548051,34.076522,4
36,"東出来島町",7,134.548634,34.078136,5
36,"東出来島町",7,134.548165,34.078366,6
36,"東出来島町",7,134.547867,34.077822,7
37,"南内町１丁目",9,134.553835,34.06888,1
37,"南内町１丁目",9,134.552645,34.069056,2
37,"南内町１丁目",9,134.552759,34.069719,3
37,"南内町１丁目",9,134.551683,34.07003,4
37,"南内町１丁目",9,134.550802,34.068841,5
37,"南内町１丁目",9,134.552319,34.067874,6
37,"南内町１丁目",9,134.552586,34.068525,7
37,"南内町１丁目",9,134.553804,34.068392,8
37,"南内町１丁目",9,134.553835,34.06888,9
38,"南内町２丁目",6,134.550197,34.070542,1
38,"南内町２丁目",6,134.549896,34.070154,2
38,"南内町２丁目",6,134.549721,34.069925,3
38,"南内町２丁目",6,134.550802,34.068841,4
38,"南内町２丁目",6,134.551683,34.07003,5
38,"南内町２丁目",6,134.550197,34.070542,6
39,"南内町３丁目",9,134.54853,34.071566,1
39,"南内町３丁目",9,134.549492,34.070246,2
39,"南内町３丁目",9,134.549721,34.069925,3
39,"南内町３丁目",9,134.549896,34.070154,4
39,"南内町３丁目",9,134.549632,34.070433,5
39,"南内町３丁目",9,134.550213,34.071182,6
39,"南内町３丁目",9,134.549434,34.071761,7
39,"南内町３丁目",9,134.549129,34.071986,8
39,"南内町３丁目",9,134.54853,34.071566,9
40,"南出来島町",11,134.547586,34.07638,1
40,"南出来島町",11,134.547571,34.076386,2
40,"南出来島町",11,134.547181,34.076549,3
40,"南出来島町",11,134.545305,34.07748,4
40,"南出来島町",11,134.54447,34.077858,5
40,"南出来島町",11,134.542742,34.078597,6
40,"南出来島町",11,134.544025,34.075935,7
40,"南出来島町",11,134.54468,34.0755,8
40,"南出来島町",11,134.54574,34.076236,9
40,"南出来島町",11,134.546502,34.075485,10
40,"南出来島町",11,134.547586,34.07638,11
41,"八百屋町",6,134.549712,34.072676,1
41,"八百屋町",6,134.551337,34.072142,2
41,"八百屋町",6,134.552611,34.071727,3
41,"八百屋町",6,134.55179,34.072709,4
41,"八百屋町",6,134.550511,34.073649,5
41,"八百屋町",6,134.549712,34.072676,6
42,"両国本町",7,134.552927,34.070299,1
42,"両国本町",7,134.552432,34.070442,2
42,"両国本町",7,134.552568,34.070733,3
42,"両国本町",7,134.551998,34.070579,4
42,"両国本町",7,134.551683,34.07003,5
42,"両国本町",7,134.552759,34.069719,6
42,"両国本町",7,134.552927,34.070299,7
43,"かちどき橋１丁目",9,134.556405,34.067104,1
43,"かちどき橋１丁目",9,134.556244,34.065233,2
43,"かちどき橋１丁目",9,134.556015,34.064747,3
43,"かちどき橋１丁目",9,134.555463,34.063748,4
43,"かちどき橋１丁目",9,134.556324,34.063588,5
43,"かちどき橋１丁目",9,134.5564,34.063899,6
43,"かちどき橋１丁目",9,134.556829,34.065563,7
43,"かちどき橋１丁目",9,134.557129,34.067034,8
43,"かちどき橋１丁目",9,134.556405,34.067104,9
44,"かちどき橋２丁目",9,134.555463,34.063748,1
44,"かちどき橋２丁目",9,134.554596,34.062183,2
44,"かちどき橋２丁目",9,134.555854,34.061822,3
44,"かちどき橋２丁目",9,134.556012,34.062393,4
44,"かちどき橋２丁目",9,134.556772,34.062173,5
44,"かちどき橋２丁目",9,134.556879,34.062799,6
44,"かちどき橋２丁目",9,134.556173,34.06301,7
44,"かちどき橋２丁目",9,134.556324,34.063588,8
44,"かちどき橋２丁目",9,134.555463,34.063748,9
45,"かちどき橋３丁目",8,134.554596,34.062183,1
45,"かちどき橋３丁目",8,134.55361,34.060752,2
45,"かちどき橋３丁目",8,134.553466,34.060332,3
45,"かちどき橋３丁目",8,134.554373,34.06007,4
45,"かちどき橋３丁目",8,134.554516,34.060427,5
45,"かちどき橋３丁目",8,134.555386,34.060124,6
45,"かちどき橋３丁目",8,134.555854,34.061822,7
45,"かちどき橋３丁目",8,134.554596,34.062183,8
46,"かちどき橋４丁目",9,134.55361,34.060752,1
46,"かちどき橋４丁目",9,134.553056,34.06018,2
46,"かちどき橋４丁目",9,134.552887,34.06,3
46,"かちどき橋４丁目",9,134.55535,34.06,4
46,"かちどき橋４丁目",9,134.555386,34.060124,5
46,"かちどき橋４丁目",9,134.554516,34.060427,6
46,"かちどき橋４丁目",9,134.554373,34.06007,7
46,"かちどき橋４丁目",9,134.553466,34.060332,8
46,"かちどき橋４丁目",9,134.55361,34.060752,9
47,"昭和町１丁目",5,134.5564,34.063899,1
47,"昭和町１丁目",5,134.558156,34.06341,2
47,"昭和町１丁目",5,134.558674,34.065111,3
47,"昭和町１丁目",5,134.556829,34.065563,4
47,"昭和町１丁目",5,134.5564,34.063899,5
48,"昭和町２丁目",5,134.558156,34.06341,1
48,"昭和町２丁目",5,134.559641,34.062878,2
48,"昭和町２丁目",5,134.560019,34.064445,3
48,"昭和町２丁目",5,134.558674,34.065111,4
48,"昭和町２丁目",5,134.558156,34.06341,5
49,"昭和町３丁目",15,134.557129,34.067034,1
49,"昭和町３丁目",15,134.556829,34.065563,2
49,"昭和町３丁目",15,134.558674,34.065111,3
49,"昭和町３丁目",15,134.560019,34.064445,4
49,"昭和町３丁目",15,134.559641,34.062878,5
49,"昭和町３丁目",15,134.560675,34.062389,6
49,"昭和町３丁目",15,134.560772,34.062341,7
49,"昭和町３丁目",15,134.561211,34.063221,8
49,"昭和町３丁目",15,134.561334,34.063451,9
49,"昭和町３丁目",15,134.561832,34.064483,10
49,"昭和町３丁目",15,134.562725,34.065993,11
49,"昭和町３丁目",15,134.562833,34.066575,12
49,"昭和町３丁目",15,134.561082,34.066415,13
49,"昭和町３丁目",15,134.560072,34.066593,14
49,"昭和町３丁目",15,134.557129,34.067034,15
50,"昭和町４丁目",6,134.561334,34.063451,1
50,"昭和町４丁目",6,134.562964,34.062415,2
50,"昭和町４丁目",6,134.563648,34.063212,3
50,"昭和町４丁目",6,134.563138,34.063491,4
50,"昭和町４丁目",6,134.561832,34.064483,5
50,"昭和町４丁目",6,134.561334,34.063451,6
51,"昭和町４丁目",7,134.560772,34.062341,1
51,"昭和町４丁目",7,134.56193,34.061987,2
51,"昭和町４丁目",7,134.561469,34.06121,3
51,"昭和町４丁目",7,134.561991,34.060984,4
51,"昭和町４丁目",7,134.562604,34.061822,5
51,"昭和町４丁目",7,134.561211,34.063221,6
51,"昭和町４丁目",7,134.560772,34.062341,7
52,"昭和町５丁目",5,134.564007,34.060699,1
52,"昭和町５丁目",5,134.563752,34.060871,2
52,"昭和町５丁目",5,134.563591,34.060426,3
52,"昭和町５丁目",5,134.563945,34.060363,4
52,"昭和町５丁目",5,134.564007,34.060699,5
53,"昭和町５丁目",4,134.562794,34.062062,1
53,"昭和町５丁目",4,134.562671,34.061857,2
53,"昭和町５丁目",4,134.562995,34.0617,3
53,"昭和町５丁目",4,134.562794,34.062062,4
54,"昭和町６丁目",17,134.561211,34.063221,1
54,"昭和町６丁目",17,134.562604,34.061822,2
54,"昭和町６丁目",17,134.563752,34.060871,3
54,"昭和町６丁目",17,134.564007,34.060699,4
54,"昭和町６丁目",17,134.564547,34.060388,5
54,"昭和町６丁目",17,134.564472,34.06,6
54,"昭和町６丁目",17,134.566685,34.06,7
54,"昭和町６丁目",17,134.566911,34.060336,8
54,"昭和町６丁目",17,134.566115,34.06061,9
54,"昭和町６丁目",17,134.565603,34.06013,10
54,"昭和町６丁目",17,134.564949,34.060406,11
54,"昭和町６丁目",17,134.565048,34.06106,12
54,"昭和町６丁目",17,134.564685,34.06117,13
54,"昭和町６丁目",17,134.563983,34.061374,14
54,"昭和町６丁目",17,134.562964,34.062415,15
54,"昭和町６丁目",17,134.561334,34.063451,16
54,"昭和町６丁目",17,134.561211,34.063221,17
55,"昭和町７丁目",8,134.566685,34.06,1
55,"昭和町７丁目",8,134.57,34.06,2
55,"昭和町７丁目",8,134.57,34.06073,3
55,"昭和町７丁目",8,134.569468,34.061205,4
55,"昭和町７丁目",8,134.568405,34.062291,5
55,"昭和町７丁目",8,134.567822,34.061957,6
55,"昭和町７丁目",8,134.566911,34.060336,7
55,"昭和町７丁目",8,134.566685,34.06,8
56,"栄町１丁目",8,134.549312,34.066146,1
56,"栄町１丁目",8,134.549412,34.067029,2
56,"栄町１丁目",8,134.548696,34.067124,3
56,"栄町１丁目",8,134.548529,34.0662,4
56,"栄町１丁目",8,134.548139,34.066227,5
56,"栄町１丁目",8,134.548062,34.064978,6
56,"栄町１丁目",8,134.54907,34.064941,7
56,"栄町１丁目",8,134.549312,34.066146,8
57,"栄町２丁目",5,134.548062,34.064978,1
57,"栄町２丁目",5,134.547999,34.063732,2
57,"栄町２丁目",5,134.549034,34.063704,3
57,"栄町２丁目",5,134.54907,34.064941,4
57,"栄町２丁目",5,134.548062,34.064978,5
58,"栄町３丁目",6,134.547999,34.063732,1
58,"栄町３丁目",6,134.54792,34.062381,2
58,"栄町３丁目",6,134.548639,34.062355,3
58,"栄町３丁目",6,134.548967,34.06235,4
58,"栄町３丁目",6,134.549034,34.063704,5
58,"栄町３丁目",6,134.547999,34.063732,6
59,"栄町４丁目",8,134.548639,34.062355,1
59,"栄町４丁目",8,134.548605,34.061785,2
59,"栄町４丁目",8,134.548197,34.061806,3
59,"栄町４丁目",8,134.548162,34.060972,4
59,"栄町４丁目",8,134.54857,34.060948,5
59,"栄町４丁目",8,134.548892,34.060941,6
59,"栄町４丁目",8,134.548967,34.06235,7
59,"栄町４丁目",8,134.548639,34.062355,8
60,"栄町５丁目",10,134.548162,34.060972,1
60,"栄町５丁目",10,134.547873,34.06098,2
60,"栄町５丁目",10,134.547863,34.060791,3
60,"栄町５丁目",10,134.548335,34.060759,4
60,"栄町５丁目",10,134.548316,34.06001,5
60,"栄町５丁目",10,134.547889,34.060002,6
60,"栄町５丁目",10,134.547889,34.06,7
60,"栄町５丁目",10,134.54853,34.06,8
60,"栄町５丁目",10,134.54857,34.060948,9
60,"栄町５丁目",10,134.548162,34.060972,10
61,"中昭和町１丁目",11,134.556324,34.063588,1
61,"中昭和町１丁目",11,134.556173,34.06301,2
61,"中昭和町１丁目",11,134.556879,34.062799,3
61,"中昭和町１丁目",11,134.556772,34.062173,4
61,"中昭和町１丁目",11,134.556012,34.062393,5
61,"中昭和町１丁目",11,134.555854,34.061822,6
61,"中昭和町１丁目",11,134.556648,34.061587,7
61,"中昭和町１丁目",11,134.557305,34.061382,8
61,"中昭和町１丁目",11,134.558156,34.06341,9
61,"中昭和町１丁目",11,134.5564,34.063899,10
61,"中昭和町１丁目",11,134.556324,34.063588,11
62,"中昭和町２丁目",8,134.558156,34.06341,1
62,"中昭和町２丁目",8,134.557305,34.061382,2
62,"中昭和町２丁目",8,134.556648,34.061587,3
62,"中昭和町２丁目",8,134.556395,34.06024,4
62,"中昭和町２丁目",8,134.55695,34.06,5
62,"中昭和町２丁目",8,134.557592,34.06,6
62,"中昭和町２丁目",8,134.559641,34.062878,7
62,"中昭和町２丁目",8,134.558156,34.06341,8
63,"中昭和町３丁目",8,134.559641,34.062878,1
63,"中昭和町３丁目",8,134.557592,34.06,2
63,"中昭和町３丁目",8,134.560413,34.06,3
63,"中昭和町３丁目",8,134.5595,34.060712,4
63,"中昭和町３丁目",8,134.56007,34.06058,5
63,"中昭和町３丁目",8,134.560166,34.061819,6
